id_subsistema;nom_subsistema;din_instante;val_cargaenergiamwmed
SE;SUDESTE;2022-01-13;41782.566875
N;NORTE;2022-01-14;5858.816
NE;NORDESTE;2022-01-14;11198.480625
S;SUL;2022-01-14;15056.54241667
SE;SUDESTE;2022-01-14;42686.65008333
N;NORTE;2022-01-15;5688.606
NE;NORDESTE;2022-01-15;10654.617
S;SUL;2022-01-15;13438.65591667
SE;SUDESTE;2022-01-15;40398.09383333
N;NORTE;2022-01-16;5513.00479167
NE;NORDESTE;2022-01-16;10187.80116667
S;SUL;2022-01-16;11939.35920833
SE;SUDESTE;2022-01-16;37088.87625
N;NORTE;2022-01-17;5685.08279167
NE;NORDESTE;2022-01-17;11166.44933333
S;SUL;2022-01-17;14839.69425
SE;SUDESTE;2022-01-17;43035.03404167
N;NORTE;2022-01-18;5647.71845833
NE;NORDESTE;2022-01-18;11561.46766667
S;SUL;2022-01-18;15099.88958333
SE;SUDESTE;2022-01-18;44750.63133333
N;NORTE;2022-01-19;5704.34125
NE;NORDESTE;2022-01-19;11772.13529167
S;SUL;2022-01-19;15639.573875
SE;SUDESTE;2022-01-19;44666.74508333
N;NORTE;2022-01-20;5934.15116667
NE;NORDESTE;2022-01-20;11923.90395833
S;SUL;2022-01-20;16211.40595833
SE;SUDESTE;2022-01-20;44424.267
N;NORTE;2022-01-21;6014.05291667
NE;NORDESTE;2022-01-21;12056.08345833
S;SUL;2022-01-21;16082.350375
SE;SUDESTE;2022-01-21;45185.93829167
N;NORTE;2022-01-22;5744.53066667
NE;NORDESTE;2022-01-22;11385.660125
S;SUL;2022-01-22;14285.5935
SE;SUDESTE;2022-01-22;42118.95354167
N;NORTE;2022-01-23;5406.524375
NE;NORDESTE;2022-01-23;10739.73216667
S;SUL;2022-01-23;12979.07733333
SE;SUDESTE;2022-01-23;39502.170125
N;NORTE;2022-01-24;5813.93
NE;NORDESTE;2022-01-24;11775.999875
S;SUL;2022-01-24;16219.35104167
SE;SUDESTE;2022-01-24;45720.875
N;NORTE;2022-01-25;5966.826875
NE;NORDESTE;2022-01-25;11924.796375
S;SUL;2022-01-25;16176.98766667
SE;SUDESTE;2022-01-25;46369.54083333
N;NORTE;2022-01-26;5833.2015
NE;NORDESTE;2022-01-26;11852.56745833
S;SUL;2022-01-26;16214.91404167
SE;SUDESTE;2022-01-26;46023.03504167
N;NORTE;2022-01-27;5873.45083333
NE;NORDESTE;2022-01-27;11628.471875
S;SUL;2022-01-27;14837.46145833
SE;SUDESTE;2022-01-27;46114.86670833
N;NORTE;2022-01-28;5737.697
NE;NORDESTE;2022-01-28;11612.52341667
S;SUL;2022-01-28;13116.38170833
SE;SUDESTE;2022-01-28;45315.99229167
N;NORTE;2022-01-29;5433.08945833
NE;NORDESTE;2022-01-29;10794.30029167
S;SUL;2022-01-29;11266.188625
SE;SUDESTE;2022-01-29;40549.38766667
N;NORTE;2022-01-30;5093.00425
NE;NORDESTE;2022-01-30;10286.51845833
S;SUL;2022-01-30;9918.63116667
SE;SUDESTE;2022-01-30;36236.51954167
N;NORTE;2022-01-31;5670.215125
NE;NORDESTE;2022-01-31;11569.05516667
S;SUL;2022-01-31;13359.83445833
SE;SUDESTE;2022-01-31;41717.44029167
N;NORTE;2022-02-01;5937.34083333
NE;NORDESTE;2022-02-01;11945.15204167
S;SUL;2022-02-01;14187.800625
SE;SUDESTE;2022-02-01;42687.66995833
N;NORTE;2022-02-02;6074.66570833
NE;NORDESTE;2022-02-02;12123.80516667
S;SUL;2022-02-02;14646.09266667
SE;SUDESTE;2022-02-02;42921.06741667
N;NORTE;2022-02-03;5991.46295833
NE;NORDESTE;2022-02-03;12097.95004167
S;SUL;2022-02-03;15239.14554167
SE;SUDESTE;2022-02-03;43013.946625
N;NORTE;2022-02-04;5949.16470833
NE;NORDESTE;2022-02-04;12000.96454167
S;SUL;2022-02-04;14777.66741667
SE;SUDESTE;2022-02-04;43901.27691667
N;NORTE;2022-02-05;5688.321875
NE;NORDESTE;2022-02-05;11362.32091667
S;SUL;2022-02-05;12535.88879167
SE;SUDESTE;2022-02-05;41654.31833333
N;NORTE;2022-02-06;5521.45645833
NE;NORDESTE;2022-02-06;10773.14870833
S;SUL;2022-02-06;10282.30733333
SE;SUDESTE;2022-02-06;38076.18725
N;NORTE;2022-02-07;5959.12245833
NE;NORDESTE;2022-02-07;12156.49879167
S;SUL;2022-02-07;12824.1295
SE;SUDESTE;2022-02-07;43052.68158333
N;NORTE;2022-02-08;6100.83054167
NE;NORDESTE;2022-02-08;12318.48754167
S;SUL;2022-02-08;13427.25816667
SE;SUDESTE;2022-02-08;42445.03479167
N;NORTE;2022-02-09;6143.04425
NE;NORDESTE;2022-02-09;12325.704
S;SUL;2022-02-09;13722.75116667
SE;SUDESTE;2022-02-09;41851.589125
N;NORTE;2022-02-10;6135.74754167
NE;NORDESTE;2022-02-10;12346.71504167
S;SUL;2022-02-10;14135.502375
SE;SUDESTE;2022-02-10;41889.906125
N;NORTE;2022-02-11;6006.9805
NE;NORDESTE;2022-02-11;12357.47358333
S;SUL;2022-02-11;14563.02679167
SE;SUDESTE;2022-02-11;42390.44683333
N;NORTE;2022-02-12;5951.77083333
NE;NORDESTE;2022-02-12;11804.30870833
S;SUL;2022-02-12;12765.36333333
SE;SUDESTE;2022-02-12;39633.33129167
N;NORTE;2022-02-13;5584.09079167
NE;NORDESTE;2022-02-13;10861.512
S;SUL;2022-02-13;11139.919125
SE;SUDESTE;2022-02-13;36723.45016667
N;NORTE;2022-02-14;5969.565875
NE;NORDESTE;2022-02-14;11984.966
S;SUL;2022-02-14;13968.59941667
SE;SUDESTE;2022-02-14;44097.19441667
N;NORTE;2022-02-15;6008.99391667
NE;NORDESTE;2022-02-15;12073.78454167
S;SUL;2022-02-15;14459.25758333
SE;SUDESTE;2022-02-15;45117.92675
N;NORTE;2022-02-16;6065.883125
NE;NORDESTE;2022-02-16;12106.089625
S;SUL;2022-02-16;14666.34191667
SE;SUDESTE;2022-02-16;44657.772875
N;NORTE;2022-02-17;6082.4615
NE;NORDESTE;2022-02-17;12185.81875
S;SUL;2022-02-17;14707.56754167
SE;SUDESTE;2022-02-17;43863.525375
N;NORTE;2022-02-18;6087.00020833
NE;NORDESTE;2022-02-18;11905.93841667
S;SUL;2022-02-18;14043.86975
SE;SUDESTE;2022-02-18;43385.839375
N;NORTE;2022-02-19;5481.77575
NE;NORDESTE;2022-02-19;11367.60925
S;SUL;2022-02-19;12176.51279167
SE;SUDESTE;2022-02-19;39723.37133333
N;NORTE;2022-02-20;5239.54329167
NE;NORDESTE;2022-02-20;10683.289125
S;SUL;2022-02-20;11406.84445833
SE;SUDESTE;2022-02-20;36760.334
N;NORTE;2022-02-21;5814.079375
NE;NORDESTE;2022-02-21;11413.17229167
S;SUL;2022-02-21;14721.57783333
SE;SUDESTE;2022-02-21;43690.44758333
N;NORTE;2022-02-22;5830.84645833
NE;NORDESTE;2022-02-22;11799.015
S;SUL;2022-02-22;15088.1805
SE;SUDESTE;2022-02-22;45265.65491667
N;NORTE;2022-02-23;5853.30066667
NE;NORDESTE;2022-02-23;11918.82416667
S;SUL;2022-02-23;14903.53866667
SE;SUDESTE;2022-02-23;45870.002125
N;NORTE;2022-02-24;5991.15020833
NE;NORDESTE;2022-02-24;12021.332375
S;SUL;2022-02-24;15048.16820833
SE;SUDESTE;2022-02-24;45666.88908333
N;NORTE;2022-02-25;6023.62933333
NE;NORDESTE;2022-02-25;11971.154125
S;SUL;2022-02-25;15101.33945833
SE;SUDESTE;2022-02-25;46003.76858333
N;NORTE;2022-02-26;5638.77733333
NE;NORDESTE;2022-02-26;11347.29579167
S;SUL;2022-02-26;13219.66816667
SE;SUDESTE;2022-02-26;42180.65508333
N;NORTE;2022-02-27;5315.54283333
NE;NORDESTE;2022-02-27;10602.52770833
S;SUL;2022-02-27;11890.95883333
SE;SUDESTE;2022-02-27;38960.04645833
N;NORTE;2022-02-28;5509.519375
NE;NORDESTE;2022-02-28;11267.40904167
S;SUL;2022-02-28;14121.6205
SE;SUDESTE;2022-02-28;43195.03004167
N;NORTE;2022-03-01;5265.72679167
NE;NORDESTE;2022-03-01;11403.50408333
S;SUL;2022-03-01;13533.69116667
SE;SUDESTE;2022-03-01;43402.13195833
N;NORTE;2022-03-02;5589.00695833
NE;NORDESTE;2022-03-02;12147.86354167
S;SUL;2022-03-02;14360.92133333
SE;SUDESTE;2022-03-02;45895.07233333
N;NORTE;2022-03-03;5948.005875
NE;NORDESTE;2022-03-03;12383.10266667
S;SUL;2022-03-03;14522.45575
SE;SUDESTE;2022-03-03;46935.85433333
N;NORTE;2022-03-04;5937.76458333
NE;NORDESTE;2022-03-04;12034.57745833
S;SUL;2022-03-04;14725.69375
SE;SUDESTE;2022-03-04;46490.17183333
N;NORTE;2022-03-05;5621.62991667
NE;NORDESTE;2022-03-05;11074.569375
S;SUL;2022-03-05;13204.44545833
SE;SUDESTE;2022-03-05;42729.26875
N;NORTE;2022-03-06;5227.74033333
NE;NORDESTE;2022-03-06;10201.75733333
S;SUL;2022-03-06;11716.23625
SE;SUDESTE;2022-03-06;39686.71466667
N;NORTE;2022-03-07;5650.391125
NE;NORDESTE;2022-03-07;11400.02175
S;SUL;2022-03-07;14608.58329167
SE;SUDESTE;2022-03-07;46452.37366667
N;NORTE;2022-03-08;5666.629625
NE;NORDESTE;2022-03-08;11844.37745833
S;SUL;2022-03-08;14834.671125
SE;SUDESTE;2022-03-08;47634.883125
N;NORTE;2022-03-09;5749.57045833
NE;NORDESTE;2022-03-09;12274.11370833
S;SUL;2022-03-09;14860.90666667
SE;SUDESTE;2022-03-09;47516.63879167
N;NORTE;2022-03-10;5699.26075
NE;NORDESTE;2022-03-10;12387.06120833
S;SUL;2022-03-10;14877.01941667
SE;SUDESTE;2022-03-10;47495.82395833
N;NORTE;2022-03-11;5688.62129167
NE;NORDESTE;2022-03-11;12311.54508333
S;SUL;2022-03-11;13767.50341667
SE;SUDESTE;2022-03-11;47326.08508333
N;NORTE;2022-03-12;5721.79525
NE;NORDESTE;2022-03-12;11835.72225
S;SUL;2022-03-12;11014.99829167
SE;SUDESTE;2022-03-12;43027.966375
N;NORTE;2022-03-13;5457.78508333
NE;NORDESTE;2022-03-13;11081.42645833
S;SUL;2022-03-13;9496.60420833
SE;SUDESTE;2022-03-13;39049.26208333
N;NORTE;2022-03-14;5869.85666667
NE;NORDESTE;2022-03-14;12157.86225
S;SUL;2022-03-14;12362.05991667
SE;SUDESTE;2022-03-14;45000.944375
N;NORTE;2022-03-15;5761.080875
NE;NORDESTE;2022-03-15;12322.92129167
S;SUL;2022-03-15;12955.04679167
SE;SUDESTE;2022-03-15;45494.11870833
N;NORTE;2022-03-16;5748.26658333
NE;NORDESTE;2022-03-16;12249.943
S;SUL;2022-03-16;12946.75445833
SE;SUDESTE;2022-03-16;45707.771625
N;NORTE;2022-03-17;5824.88483333
NE;NORDESTE;2022-03-17;11939.1795
S;SUL;2022-03-17;13333.54695833
SE;SUDESTE;2022-03-17;46527.8705
